source,isbn,title,authors,trust,confidence
ecampus.com,0321294319,rootkits subverting the windows kernel,hoglund greg butler jamie,0.9361252860914566,0.9996733059428308
ecampus.com,0321335724,secure coding in c and c,seacord robert,0.9361252860914566,0.9997737866300015
reuben goldberg books,0321349954,securing storage a practical guide to san and nas security,dwivedi himanshu,0.9999578008861123,0.9999578008861123
textbookxdotcom,0321418700,software security library boxed set the,viega john hoglund greg mcgraw gary,0.8293554590601047,0.9823727837442048
ecampus.com,0321356705,software security building security in,mcgraw gary,0.9361252860914566,0.9999958970130824
"pacific book exchange, llc",0321356411,the symantec guide to home internet security,conrymurray andrew weafer vincent,0.9560755363671141,0.9999369159017343
bigcat books,0321228359,the net developers guide to windows security,brown keith,0.9998554214161456,0.9998554214161456
bargainbookstores.com,0321304543,the art of computer virus research and defense symantec press,peter szor,0.9687988940821591,0.9935334163997461
a novel idea bookstore,0321304519,the executive guide to information security threats challenges and solutions,egan mark mather tim,0.9997952358235339,0.9997952358235339
powell's  books,0321268172,file system forensics analysis,carrier brian,0.9257430697715145,0.9998859055468152
readmate,020163497X,forensic discovery,farmer dan venema wietse,0.9869348099414434,0.9994352139553144
indoo.com,0321247442,introduction to computer security,bishop matt,0.8993434329018792,0.9952716044171097
r d greenberg,0321304527,mapping security the corporate security sourcebook for todays global economy,patterson tom blue scott gleeson,0.9965411526068094,0.9965411526068094
ecampus.com,0321224094,privacy what developers and it professionals should know,cannon j c,0.9361252860914566,0.9981735942501367
ecampus.com,0321246772,the tao of network security monitoring beyond intrusion detection,bejtlich richard,0.9361252860914566,0.9998514576124723
ecampus.com,0321305019,windows server 2003 security a technical reference,bragg roberta,0.9361252860914566,0.9998624358050238
"pacific book exchange, llc",0321197674,defend it security by example,gupta ajay laliberte scott,0.9560755363671141,0.9906483381692914
indoo.com,0321180615,essential check pointtm firewall1r ng an installation configuration and troubleshooting guide,welchabernathy dameon d,0.8993434329018792,0.9999868554826127
ecampus.com,0201786958,exploiting software how to break code,hoglund greg mcgraw gary,0.9361252860914566,0.9998297187156815
a1books,0321136209,real 80211 security wifi protected access and 80211i,edney jon arbaugh william a,0.9107805611839029,0.9951836280794925
a1books,0321202171,wifoo the secrets of wireless hacking,vladimirov andrew gavrilenko konstantin v mikhailovsky andrei a,0.9107805611839029,0.9960799619297963
enjoystudy,0201440997,computer security art and science,bishop matt,0.9766759766932226,0.9988152258213524
title wave books,020163466X,firewalls and internet security repell,cheswick william r,0.9842637781965233,0.9484326687111575
ecampus.com,0321108957,honeypots tracking hackers,spitzner lance,0.9361252860914566,0.9947752109846401
ecampus.com,0201787911,inside java 2 platform security architecture api design and implementation,gong li ellison gary dageforde mary,0.9361252860914566,0.9695562268370391
a1books,0672323915,understanding pki concepts standards and deployment considerations,adams carlisle lloyd steve,0.9107805611839029,0.9986983117062967
ecampus.com,0201761769,web hacking attacks and defense,mcclure stuart shah saumil shah shreeraj,0.9361252860914566,0.9900264648668845
ecampus.com,0201615991,authentication from passwords to public keys,smith richard e,0.9361252860914566,0.9933207731860658
ecampus.com,020172152X,building secure software how to avoid security problems the right way,viega john mcgraw gary,0.9361252860914566,0.9914939047511289
a1books,0201707195,computer forensics incident response essentials,kruse warren g heiser jay g,0.9107805611839029,0.9979267352252988
ecampus.com,0201719568,hack itsecurity through penetration testing security through penetration testing,klevinsky t j laliberte scott gupta ajay,0.9361252860914566,0.9043573713926252
best bargain books,020173723X,the cert guide to system and network security practices,julia h allen,0.962004199724584,0.9613495295080646
t. b. anderson,0201616475,cryptography decrypted,mel h x baker doris m,0.8784413549342839,0.8784413549342839
powell's  books,0201675161,inside internet security what hackers,crume jeff,0.9257430697715145,0.999967751138399
quartermelon,0201674718,modelling and analysis of security protocols,ryan peter schneider steve goldsmith michael lowe gavin ro,0.9282979715073033,0.7702472404671761
indoo.com,0201615983,ssl and tls designing and building secure systems,rescorla eric,0.8993434329018792,0.99943311023761
a1books,0201702096,virtual private networks technologies and solutions,yuan ruixi strayer w timothy,0.9107805611839029,0.8937537077039424
nationwide book traders,0201711141,whitehat security arsenal tackling the threats,rubin aviel d,0.9573796259892479,0.9975596632826792
college book service,0201433176,process of network security designing and managing a safe network pb 2000,wadlow thomas a,0.9191103241513162,0.9787097609733788
gotbooks,0201309807,digital certificates applied internet security,jalal feghhi peter williams,0.9249149640674366,0.9572945022201418
"the book cellar, llc",0201433036,information warfare security,denning dorothy e,0.9309569505668365,0.9670444891830762
crazy ladies bookshop,0201379244,kerberos a network authentication system,tung brian,0.9754928078775216,0.9754928078775216
betterworld.com,0201308207,internet besieged,dorothy e denning peter j denning,0.9316930926150601,0.9644265400635248
dixieland books,0201634899,web security a stepbystep reference guide,stein lincoln d,0.984681060414225,0.9955534879994132
books from california,0201530678,computers under attack intruders worms and viruses,peter j denning,0.9920632284837758,0.9939225364246556
a1books,0321418492,computer networking complete package,kurose james f ross keith w,0.9107805611839029,0.7430653194928406
allenac,0321263588,computer networking and the internet,halsall fred,0.9823504324189063,0.999966379569645
enjoystudy,0321227352,computer networking a topdown approach featuring the internet 3rd edition,kurose james f ross keith w,0.9766759766932226,0.9882875566432152
proservice,0201781344,mastering networks an internet lab manual,liebeherr jorg el zarki magda,0.9690580416311252,0.9038543890754366
ham books,0201398184,multimedia communications applications networks protocols and standards,halsall fred,0.9794522115407531,0.9991035975319267
a1books,0321427610,telecommunications essentials second edition the complete global source,goleniewski lillian jarrett kitty wilson,0.9107805611839029,0.9974479986195092
a1books,0201738279,broadband internet connections a userandaposs guide to dsl and cable,smith roderick w,0.9107805611839029,0.970897639774
a1books,0201719363,quality web systems performance security and usability,dustin elfriede rashka jeff mcdiarmid douglas,0.9107805611839029,0.856682587321325
ecampus.com,0201760320,telecommunication essentials the complete global reference source to communications fundamentals data networking and the internet and nextgeneration networks,goleniewski lillian,0.9361252860914566,0.9896854278051351
frugal media,0672322161,understanding data communications 7th edition,gilbert held,0.9481164415727065,0.9514200463923517
deepak sachdeva,0201634422,an engineering approach to computer networking,keshav,0.8091067622317822,0.8739107724647194
beagle books,0201622173,windows internals the implementation of the windows operating environment the andrew schulman programming series,pietrek matt,0.9717705654446077,0.9925938714860778
ecampus.com,0321168798,ospf and isis choosing an igp for largescale networks,doyle jeff,0.9361252860914566,0.9996585433594516
ecampus.com,032124544X,vpns illustrated tunnels vpns and ipsec,snader jon,0.9361252860914566,0.9994308519644046
jr trading/bookjoint,0321218736,hightech crimes revealed cyberwar stories from the digital front,branigan steven,0.9153153731766417,0.9999850668234139
ecampus.com,0321127005,practical bgp,white russ mcpherson danny sangli srihari,0.9361252860914566,0.9881429537479948
ecampus.com,0321336437,protect your windows network from perimeter to data,johansson jesper m riley steve,0.9361252860914566,0.9996756018677083
indoo.com,0321262514,storage virtualization technologies for simplifying data storage and management,clark tom,0.8993434329018792,0.9999512846168346
indoo.com,0321200985,windows forensics and incident recovery,carvey harlan,0.8993434329018792,0.9999063381260825
scholar's book outlet,032112698X,inside windows storage server storage technologies for windows 2000 windows server 2003 and beyond,naik dilip c,0.8914290039280067,0.9827718751177414
bargainbookstores.com,0321166469,know your enemy learning about security threats 2nd edition,the honeynet project,0.9687988940821591,0.9998851781011988
indoo.com,0321136500,designing storage area networks a practical reference for implementing fibre channel and ip sans,clark tom,0.8993434329018792,0.9994045005649365
revaluation books,0201752794,a guide to forensic testimony the art and practice of presenting testimony as an expert technical witness,fred chris smith rebecca gurley bace,0.9237457492069083,0.6036325843659406
paperbackshop-us,0321122445,juniper networks field guide and reference,garrett aviva drenan gary morris cr,0.9242906149786049,0.7896664523033794
browns books,0201775921,juniper networking,thomas thomas m,0.9373390621133753,0.7629204576146869
indoo.com,020178792X,ldap directories explained an introduction and analysis,arkills brian,0.8993434329018792,0.9998414755803564
chanda's bargain books,0321133455,troubleshooting microsoft technologies the ultimate administrators repair manual,wolf chris,0.9989813602061985,0.9989813602061985
flybookstore,0201604647,c network programming mastering complexity with ace and patterns,schmidt douglas c huston stephen d,0.9695264955945525,0.9824215855643862
caiman,0201752778,ip sans os,clark tom,0.8996170885289858,0.9879836832272598
ecampus.com,0201746123,interdomain multicast routing practical juniper networks and cisco systems solutions,edwards brian m giuliano leonard a wright brian r,0.9361252860914566,0.8515567174287058
a1books,0201702711,the practice of system and network administration,limoncelli thomas a hogan christine,0.9107805611839029,0.9865522366526986
indoo.com,0201615711,network programming with perl,stein lincoln d,0.8993434329018792,0.790574390227896
bin around the world,0201309661,ospf complete implementation with cdrom,moy john t,0.7665715576685919,0.7665715576685919
gildonbooks,0201710889,web protocols and practice http11 networking protocols caching and traffic measurement,krishnamurthy balachander rexford jennifer,0.9575355174003221,0.9529041927983853
pioneer book,0201619105,ip telephony packetbased multimedia communications systems,hersent olivier,0.9576181463252088,0.9882219814945337
fellowshipbooks.net,0201634481,interconnections bridges routers switches and internetworking protocols 2nd edition,perlman radia,0.9886896452247317,0.9993592888618216
"noram international partners, llc",0201657589,ldap programming with javatm,rob weltman tony dahbura,0.9393663150155996,0.9720445719868551
indoo.com,0201433192,network analysis and troubleshooting,haugdahl j scott,0.8993434329018792,0.978827198070221
best bargain books,0201379511,bgp4 interdomain routing in the internet,stewart john w,0.962004199724584,0.9640711146616283
shop in your pajamas,0201379538,building switched networks multilayer switching qos ip multicast network policy and servicelevel agreements,black darryl p,0.9631305167432133,0.9851512051785588
kelvin books,0201379562,connecting to the internet a practical guide about laninternet connectivity,ward andrew f,0.9601019647861102,0.9601019647861102
mediasell (g.i.v. mbh),0201695847,designing wide area networks and internetworks a practical guide,marcus scott j,0.8065719611921528,0.7584207706934306
bingo books,0201657600,implementing adsl,ginsburg david,0.9804223584911552,0.9864882591392609
a1books,0201309793,multicast networking and applications,miller c kenneth,0.9107805611839029,0.9534248862057895
antiquariat mehlig,0201634503,windows telephony programming,sells chris,0.9872789790528052,0.9872789790528052
rhinoplus.net,0201184613,essentials of atm networks and services paperback by ibe oliver c,oliver c ibe,0.9831963867356553,0.9656161585767697
frugal media corporation,0201633957,ipng internet protocol next generation,scott o bradner allison mankin,0.965712503197387,0.9616848076836277
betterworld.com,0201609991,network management a practical perspective 2nd edition,allan leinwand karen fang,0.9316930926150601,0.9049699501156625
doug's top hat computer books,0201483262,btrieve complete a guide for developers and system administrators,kyle jim,0.9785059546752765,0.9629013998683337
beagle books,0201563339,gigabit networking,partridge craig,0.9717705654446077,0.9989651865550169
best bargain books,0201563185,unixr system v network programming,stephen a rago,0.962004199724584,0.8805331943104818
economy books,0201357429,network management principles and practice,subramanian mani,0.9723914239747516,0.9962805107813508
davids antiquariat + www.catch-a-book.de,0321205634,windows xp networking,cohen kackie daniels andrew,0.9688144191006258,0.9997180484702705
usedbooks123,0201325705,nfs illustrated,callaghan brent,0.9435691770777337,0.9904144130176554
caiman,0201776316,tcpip illus volumes 13 boxed,stevens w richard,0.8996170885289858,0.8948516666512283
a1books,0201615894,effective tcpip programming 44 tips to improve your network programs,snader jon c,0.9107805611839029,0.9969047909579813
elizabeth brown books & collectibles,0201700530,ppp design implementation and debugging,carlson james,0.9688706977626577,0.9688706977626577
a1books,0201634953,tcpip illustrated volume 3 tcp for transactions http nntp and the unixr domain protocols,stevens w richard,0.9107805611839029,0.9988728446130756
happybook,020163354X,tcpip illustrated the implementation,stevens w richard wright gary r,0.9805213064180616,0.9956386621910381
the e,0201633469,tcpip illustrated the protocols,stevens w richard,0.9817995946949345,0.9997939124503723
proservice,0321330250,concepts of programming languages,sebesta robert w,0.9690580416311252,0.9993623417110507
indoo.com,0201710129,comparative programming languages,clark robert g,0.8993434329018792,0.6740430412527602
bookbyte / norwest textbooks,0201590654,programming languages concepts and constructs by sethi 2nd edition,sethi ravi,0.9280766480694883,0.980990634499267
a1books,0321350170,the net developerandaposs guide to directory services programming,kaplan joe dunn ryan,0.9107805611839029,0.9980733677291601
a1books,0321194454,net framework standard library annotated reference volume 2 networking library reflection library and xml library,abrams brad abrams tamara,0.9107805611839029,0.999332228033881
a1books,0321334884,visual studio tools for office using c with excel word outlook and infopath,carter eric lippert eric,0.9107805611839029,0.9997991726821946
ecampus.com,0321411757,visual studio tools for office using vbnet with excel word outlookand infopath,carter eric lippert eric,0.9361252860914566,0.9999525452504912
opoe-abe books,0321154894,net framework standard librarywcd,abrams,0.7348790216722247,0.8022572156517545
powell's  books,0321154932,common language infrastructure annotated,miller jim,0.9257430697715145,0.8404693288171002
international books,0201657880,programming pearls 2nd edition paperback,bentley jon,0.9687176907922393,0.994917556553062
a1books,0201895021,history of programming languages volume 2,bergin thomas j gibson richard g,0.9107805611839029,0.7299772138844643
pro quo books,0201137445,functional programming practice and theory,bruce j maclennan,0.8656323811324739,0.785017244584143
a1books,0321330242,absolute java with student resource disk,savitch walter,0.9107805611839029,0.9832908533821286
by hand books,0201737337,objectoriented software development using java principles patterns and frameworks,jia xiaoping,0.9336193764367774,0.9829429692595688
bookbyte / norwest textbooks,1576760960,advanced java internet applications by gittleman 2nd edition,gittleman art,0.9280766480694883,0.8891124241758979
collegebooksdirect.com,1576760596,computing with java programs objects graphics,gittleman art,0.9358603987009935,0.9728950008821144
hay-on-wye booksellers2,157676074X,computing with java alternate edition programs objects graphics,gittleman art,0.7863484755741202,0.7863484755741202
a1books,0201751585,java by dissection the essentials of java programming updated edition,pohl ira mcdowell charlie,0.9107805611839029,0.8294216995024736
by hand books,0201726270,object oriented programming featuring graphical applications in java,laszlo michael j,0.9336193764367774,0.8011967649680884
tjeerd dijkstra,0201725932,on to java,winston patrick henry narasimhan sundar,0.8523678843919791,0.8523678843919791
yesteryear books,0201343045,java gently for engineers and scientists programming principles explained,bishop judy bishop nigel,0.9726726275950578,0.9655341510377068
powell's  books,1576760359,objects to components with the java,gittleman art,0.9257430697715145,0.9016912839576302
bunches of books,0201612739,understanding objectoriented programming with java updated edition new java 2 coverage,timothy budd,0.9424276114238477,0.9471724414866788
beagle books,0201398443,programming internet with java revised edition,ince darrel freeman adam,0.9717705654446077,0.9087703971995388
a1books,0321490290,the javatm ee 5 tutorial,jendrock eric ball jennifer carson debbie evans ian fordin scott haase kim,0.9107805611839029,0.9483985635169836
quartermelon,0321334205,java tutorial a short course on the basics,campione mary walrath kathy kramer doug hoeber mark zakhour sharon huml alison bodoff stephanie,0.9282979715073033,0.7868633428363485
a1books,0321334612,eclipse rich client platform designing coding and packaging javatm applications,mcaffer jeff lemieux jeanmichel,0.9107805611839029,0.9984812059625879
annex books inc,032142672X,eclipse building commercialquality plugins 2nd edition the eclipse series,clayberg eric rubel dan,0.9808030627401939,0.9968345579772317
the e,0321349806,the java programming language,arnold ken gosling james holmes david,0.9817995946949345,0.9993116748316098
quartermelon,0321304780,the javatm class libraries poster java 2 platform standard edition 50,chan patrick lee rosanna,0.9282979715073033,0.9978267707343446
enjoystudy,0321246780,javatm language specification the 3rd edition java series,gosling james joy bill steele guy bracha gilad,0.9766759766932226,0.9985333266769186
happybook,032133678X,java puzzlers traps pitfalls and corner cases,bloch joshua gafter neal,0.9805213064180616,0.9993858533173546
a1books,0321205219,designing web services with the j2eetm 14 platform jaxrpc soap and xml technologies,singh inderjeet brydon sean murray greg ramachandran vijay violleau thierry stearns beth,0.9107805611839029,0.9825704713592406
ecampus.com,0321228472,eclipse building commercialquality plugins,clayberg eric rubel dan,0.9361252860914566,0.9979851661831586
ecampus.com,0321118898,enterprise java security building secure j2ee applications,pistoia marco nagaratnam nataraj koved larry nadalin anthony,0.9361252860914566,0.9386337058246533
alphacraze.com,032124575X,the j2ee tutorial second edition,bodoff stephanie armstrong eric ball jennifer carson debbie bode,0.9831052612305028,0.9910461527210481
caiman,0321294327,the java class libraries poster,chan patrick lee rosanna,0.8996170885289858,0.9395283618989179
ecampus.com,0321268385,official eclipse 30 faq,arthorne john laffra chris,0.9361252860914566,0.9937318638276048
morgenstundt buch & kunst,0201728281,programmers guide to java certification a a comprehensive primer,rasmussen rolf mughal khalid azim,0.9670759361031848,0.9905412891276348
best bargain books,0321256638,swt the standard widget toolkit volume 1 the eclipse series,steve northover mike wilson,0.962004199724584,0.9196403716984584
ecampus.com,0321136497,servlets and javaserver pages the j2ee technology web tier,falkner jayson jones kevin,0.9361252860914566,0.9718924212602154
paperbackworld.de,0201791668,building j2ee applications with the rational unified process,peter eeles kelli houston wojtek kozaczynski,0.9267988211560819,0.9263316005178531
bunches of books,0321213823,the java class libraries poster java 2 platform enterprise edition version 14 second edition,patrick chan rosanna lee,0.9424276114238477,0.8047697967075845
ecampus.com,0201768100,the java developers almanac 14 examples and quick reference,chan patrick dang lanahn,0.9361252860914566,0.9457405128915701
indoo.com,0201719541,javatm development on pdas building applications for pocket pc and palm devices,wildingmcbride daryl,0.8993434329018792,0.9427331674400716
browns books,0672324083,java and jmx,kreger heather,0.9373390621133753,0.9331464322752532
caiman,0201844540,performance analysis for java,joines stacy,0.8996170885289858,0.7871071735110917
aha-buch,0321197984,programming wireless devices with the java 2 platform micro edition,roger riggs antero taivalsaari jyri huopaniemi,0.9528824512486692,0.9201605583098387
ecampus.com,0201616165,python programming with java class libraries a tutorial for building web and enterprise applications,hightower richard,0.9361252860914566,0.869840609347562
ecampus.com,0201753065,component development for the java platform,halloway stuart dabbs,0.9361252860914566,0.9618299665462962
quartermelon,0201787903,designing enterprise applications with the j2eetm platform,singh inderjeet stearns beth johnson mark,0.9282979715073033,0.8779715918599827
ecampus.com,0201775808,j2ee connector architecture and enterprise application integration,sharma rahul stearns beth ng tony,0.9361252860914566,0.9699268501935594
books2anywhere.com,0321118871,the java class libraries poster,chan patrick lee rosanna,0.9588284623552487,0.9344419841539308
beagle books,0201752808,the javatm developers almanac 14 volume 1 examples and quick reference 4th edition,chan patrick,0.9717705654446077,0.9948414309870635
caiman,0672323427,micro javatm game developmen,verhovsek roman,0.8996170885289858,0.9614060609505481
ecampus.com,0201719622,building parsers with java,metsker steven john,0.9361252860914566,0.9302859644496048
powell's  books,0201310058,effective java,bloch joshua,0.9257430697715145,0.9996527258301241
the big book sale,0201709066,inside servlets serverside programming for the java platform,callaway dustin r,0.8703437759245626,0.991668771992431
indoo.com,0201725886,javatm look and feel design guidelines,sun microsystems inc,0.8993434329018792,0.988621547944583
these old books,0201703939,the javatm tutorial a short course on the basics 3rd edition,campione mary walrath kathy huml alison,0.8143451801701839,0.9528260331467697
ecampus.com,0201705028,the jndi api tutorial and reference building directoryenabled java applications,lee rosanna seligman scott,0.9361252860914566,0.944210465800283
snowlionbooks,0201703297,java card tm technology for smart cards architecture and programmers the java series,zhiqun chen,0.9457118259254728,0.8576537967621631
indoo.com,0201716232,javatm class libraries poster enterprise edition v12 the,chan patricklee rosanna,0.8993434329018792,0.6674071516933371
gotbooks,0201310082,javatm language specification 2nd edition,bill joy guy steele james gosling gilad bracha,0.9249149640674366,0.9488544745514603
bookbyte / norwest textbooks,0201704331,java programming language by arnold 3rd edition,arnold ken gosling james holmes david,0.9280766480694883,0.9827533181594685
tranceworks,0201616467,practical java programming language guide,haggar peter,0.9062036753212009,0.999569299426681
gotbooks,0201485524,the javatm class libraries supplement for the javatm 2 platform v12 parts a and bvolume 1 standard edition the java series,patrick chan rosanna lee douglas kramer doug kramer,0.9249149640674366,0.972457641456428
powell's  books,0201325772,java native interface programmers guide s,liang sheng,0.9257430697715145,0.9906458065798084
miknik books,0201485583,the java tutorial continued the rest of the jdk,campione mary walrath kathy huml alison,0.9891282398972105,0.9940871231388739
a1books,0201432943,the javatm virtual machine specification,lindholm tim yellin frank,0.9107805611839029,0.9272824499328264
powell's  books,0201615630,mr bunnys big cup o java,egremont carlton,0.9257430697715145,0.9644232766579403
www.bluecrestbooks.com,0201309726,programming for the javatm virtual machine,engel joshua,0.921949288142638,0.7966994851017275
a2zbooks,0201310031,the java class libraries javaapplet javaawt javabeans,chan patrick lee rosanna,0.9127284799067507,0.8959601306318408
"pacific book exchange, llc",0201634562,the java faq,kanerva jonni,0.9560755363671141,0.9627238524010463
htbook,0201713748,c by dissection the essentials of c programming,al kelley ira pohl,0.9092381214036427,0.8982701383676234
textbooksnow,0201702797,c for java programmers,muldner,0.7504402992037211,0.8705260653561373
papamedia.com,0673999866,pointers on c,kenneth reek,0.8733613942170575,0.8201022139379995
bookbyte / norwest textbooks,020158042X,on to c by winston,winston patrick henry,0.9280766480694883,0.9978105940570263
economy books,0321108949,applied c techniques for building better software,romanik philip muntz amy,0.9723914239747516,0.9763056482707004
ecampus.com,0201758814,windows programming with c,hansen henning,0.9361252860914566,0.9814635739614161
ashcrest books,0201604612,the c puzzle book,feuer alan r,0.9168584610863394,0.9168584610863394
the e,0201183994,a book on c programming in c,kelley al pohl ira,0.9817995946949345,0.9977766088891562
bookmantra.com,0201845199,c programming faq frequently asked questions,summit steve,0.8276050620873543,0.9655089775484165
heroic image,0805316701,a retargetable c compiler design and implementation,hanson david r fraser christopher w,0.9549039804368527,0.7621447850405357
zeeba books,0201179288,c traps and pitfalls,koenig andrew,0.949579132151694,0.9952552783840253
enjoystudy,0321330234,absolute c 2nd edition savitch series,savitch walter,0.9766759766932226,0.992793498564512
collegebooksdirect.com,0201787334,c by disection the essentials of c programming,pohl ira,0.9358603987009935,0.9923065586892322
heroic image,0201722313,c programming with design patterns revealed,muldner tomasz,0.9549039804368527,0.9863685864980198
htbook,0201612461,c for java programmers,timothy budd,0.9092381214036427,0.8457842470476903
"pacific book exchange, llc",0201580438,on to c,winston patrick henry,0.9560755363671141,0.9941929404146921
recycle bookstore,0321412990,the c standard library extensions a tutorial and reference,becker pete,0.778257879011438,0.9998111218648758
ecampus.com,0321133544,beyond the c standard library an introduction to boost,karlsson bjorn,0.9361252860914566,0.9994272751786668
the e,0321113586,c coding standards 101 rules guidelines and best practices,sutter herb alexandrescu andrei,0.9817995946949345,0.9997957383377654
books down under,0201721481,c primer 4e,lippman stanley b lajoie josee moo barbara e,0.921980660671882,0.9972521490744419
a1books,0321227255,c template metaprogramming concepts tools and techniques from boost and beyond,abrahams david gurtovoy aleksey,0.9107805611839029,0.9965963532102516
collegebooksdirect.com,0321268636,developing scalable series 40 applications a guide for java developers,yuan michael juntao sharp kevin,0.9358603987009935,0.9991002342816653
international books,0321334876,effective c 55 specific ways to improve your programs and designs 3 rd edition paperback,meyers scott,0.9687176907922393,0.9999992535412602
the e,0201760428,exceptional c style 40 new engineering puzzles programming problems and solutions,sutter herb,0.9817995946949345,0.9999734970549589
a1books,0201734842,c templates the complete guide,vandevoorde david josuttis nicolai m,0.9107805611839029,0.9986985250177388
a1books,0201729148,the boost graph library user guide and reference manual,siek jeremy g lee liequan lumsdaine andrew,0.9107805611839029,0.8405088220117569
the e,020170434X,more exceptional c 40 new engineering puzzles programming problems and solutions,sutter herb,0.9817995946949345,0.9998999700010012
happybook,0201749629,effective stl 50 specific ways to improve your use of the standard template library,meyers scott,0.9805213064180616,0.9999988802321977
bookmantra.com,0201704315,modern c design generic programming and design patterns applied,alexandrescu andrei,0.8276050620873543,0.9993480581320341
ecampus.com,0201379236,stl tutorial and reference guide c programming with the standard template library,musser david r saini atul derge gillmer j,0.9361252860914566,0.983874776602984
the e,020170353X,accelerated c practical programming by example,koenig andrew moo barbara e,0.9817995946949345,0.9994651488622652
happybook,0201700735,the c programming language,stroustrup bjarne,0.9805213064180616,0.9999837620343238
papamedia.com,0201379503,efficient c performance programming techniques,dov bulka david mayhew,0.8733613942170575,0.7515957367121886
flybookstore,0201485184,essential c,lippman stanley b,0.9695264955945525,0.9987092787010347
happybook,0201615622,exceptional c 47 engineering puzzles programming problems and solutions,sutter herb,0.9805213064180616,0.9999477863210358
paperbackshop-us,0201309777,generative programming,czarnecki krzysztof eisenecker ulrich,0.9242906149786049,0.9969266981741324
ecampus.com,0201183951,standard c iostreams and locales advanced programmers guide and reference,langer angelika kreft klaus,0.9361252860914566,0.9968935329903202
paperbackworld.de,0201309831,c faqs,marshall cline greg lomow mike girou,0.9267988211560819,0.9657244190346576
aaabooks4u,0201395193,c for c programmers third edition 3rd edition,pohl ira,0.9221411694138749,0.8296178225898535
the book bin,0201309939,c primer answer book,tondo clovis l leung bruce p,0.7814040940492257,0.9373586203355193
the e,0201379260,the c standard library a tutorial and reference,josuttis nicolai m,0.9817995946949345,0.9998532590421161
revaluation books,0201310155,effective c cd85 specific ways to improve your programs and designs,meyers scott,0.9237457492069083,0.6901106959464671
beagle books,0201309564,generic programming and the stl using and extending the c standard template library,austern matthew h,0.9717705654446077,0.904211700366722
bookorders,0201824671,multiparadigm design for c,coplien james o,0.8313054503183458,0.9812265900016032
collegebooksdirect.com,0201824701,c primer,lippman stanley b lajoie josee,0.9358603987009935,0.9853211961832635
frugal media corporation,0201695871,c distilled a concise ansiiso reference and style guide,ira pohl,0.965712503197387,0.9787067949742436
er books,0201889544,the c programming language third edition,stroustrup bjarne,0.9999654153225251,0.9999654153225251
bookbyte / norwest textbooks,0201895501,objectoriented programming using c by pohl 2nd edition,pohl ira,0.9280766480694883,0.9959731526489095
a2zbooks,0201423391,ruminations on c a decade of programming insight and experience,koenig andrew moo barbara e,0.9127284799067507,0.8631059118762657
flybookstore,0201834545,inside the c object model,lippman stanley b,0.9695264955945525,0.9902963917702282
ecampus.com,0201633620,largescale c software design,lakos john,0.9361252860914566,0.9977228106655548
enjoystudy,020163371X,more effective c 35 new ways to improve your programs and designs,meyers scott,0.9766759766932226,0.9999982066533128
b2books,020151284X,designing and coding reusable c,martin d carroll margaret a ellis,0.9379470951825726,0.8936614681729942
arundel books,0201543303,design and evolution of c the,stroustrup bjarne,0.9976386875697915,0.9976386875697915
tranceworks,0201563827,c strategies and tactics,murray robert b,0.9062036753212009,0.9891696708753239
out of print,0201548550,advanced c programming styles and idioms,coplien james o,0.9851245962955303,0.9851245962955303
beagle books,0201563657,c programming style addisonwesley professional computing series,cargill tom,0.9717705654446077,0.9920487656734838
beagle books,0201514591,the annotated c reference manual,ellis margaret a stroustrup bjarne,0.9717705654446077,0.9968178502098808
spine and crown,0321245660,effective c 50 specific ways to improve your c,wagner bill,0.9999994039673152,0.9999994039673152
collegebooksdirect.com,0321155726,from java to c,rowe glenn,0.9358603987009935,0.9892575542853634
a1books,0321341384,net internationalization the developerandaposs guide to building global windows and web applications,smithferrier guy,0.9107805611839029,0.9998011142016587
a1books,0321267966,windows forms 20 programming,sells chris weinhardt michael,0.9107805611839029,0.9996104568073924
powell's  books,0321160770,graphics prog with gdi,chand mahesh,0.9257430697715145,0.9854742251746841
a1books,0321398661,advanced vbnet alternate with vbnet cdandaposs,irvine kip gaddis tony,0.9107805611839029,0.905577040006398
ecampus.com,0201734958,building applications and components with visual basic net,pattison ted hummel joe,0.9361252860914566,0.9718461152179458
indoo.com,0321169514,visual basicnet programming language the,vick paul,0.8993434329018792,0.9835074740294151
caiman,0201707128,advd visual basic 6,curland matthew j,0.8996170885289858,0.9474686451315525
becauseyouread,0321462254,introduction to automata theory languages and computation isbn0321462254,hopcroft john e motwani rajeev ullman jeffrey d,0.9491287864593858,0.8999802183723838
jefeducator,0321322215,languages and machines an introduction to the theory of computer science,sudkamp thomas a,0.9873446948220346,0.9982773545463879
economy books,0201441241,introduction to automata theory languages and computation,hopcroft john e ullman jeffrey d ullman motwani rajeev rotwani hopcroft,0.9723914239747516,0.9814412806600123
bookmantra.com,0201258285,the theory of computation,moret bernard m,0.8276050620873543,0.7620837084901373
keen northwest,0805301437,theory of computation formal languages automata and complexity benjamincummings series in computer science,j glenn brookshear,0.7534742752843981,0.7534742752843981
bingobooks2,020102988X,introduction to automata theory languages and computation,hopcroft john e,0.9458860503624124,0.7566717349771055
browns books,0321410130,introduction to software engineering design,fox christopher,0.9373390621133753,0.9915084880866312
proservice,0321313798,software engineering 75,sommerville ian,0.9690580416311252,0.9999984462329855
